id,template_id,section,label,unique_name,type,options,order,field_group_order,created_at,updated_at
91,5,Findings_11_Tricuspid Valve,*,findings_11_tricuspid_valve.field,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""The tricuspid valve is not well visualized."",""The tricuspid valve structure is normal."",""The tricuspid valve appeared rheumatic."",""Tricuspid leaflets are thickened"",""The valvular appearance is consistent with carcinoid heart disease."",""There is no tricuspid annular calcification."",""There is tricuspid annular calcification.""]}",1,14,2026-03-14 14:38:23,2026-03-30 05:30:10
92,5,Findings_11_Tricuspid Valve,*Regurgitation_List,findings_11_tricuspid_valve.regurgitation_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""There is no tricuspid regurgitation."",""There is trace tricuspid regurgitation."",""There is mild tricuspid regurgitation."",""There is mild-moderate tricuspid regurgitation."",""There is moderate tricuspid regurgitation."",""There is moderate-severe tricuspid regurgitation."",""There is severe tricuspid regurgitation."",""Regurgitation jet is central."",""Regurgitation jet is eccentric."",""Hepatic vein systolic reversal flow is seen.""]}",3,14,2026-03-14 14:38:23,2026-03-30 05:30:10
93,5,Findings_11_Tricuspid Valve,*,findings_11_tricuspid_valve.field_2,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""Tricuspid valve opens well."",""There is doming of tricuspid valve with minimal stenosis."",""There is doming of the tricuspid valve with restricted opening."",""Tenting tricuspid leaflet."",""Uncoaptation of tricuspid closure is seen."",""There is prolapse of"",""There is flail of""]}",2,14,2026-03-14 14:38:23,2026-03-30 05:30:10
94,5,Findings_11_Tricuspid Valve,*Stenosis_List,findings_11_tricuspid_valve.stenosis_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""There is no tricuspid stenosis."",""There is non significant tricuspid stenosis."",""There is significant tricuspid stenosis.""]}",4,14,2026-03-29 07:27:55,2026-03-30 05:30:10
95,5,Findings_11_Tricuspid Valve,*Vegetation_Abscess_List,findings_11_tricuspid_valve.vegetation_abscess_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""No vegetation is seen."",""We cannot exclude vegetation at the tricuspid valve."",""There is vegetation at"",""There is mobile vegetation at"",""There is abscess at""]}",5,14,2026-03-29 07:27:55,2026-03-30 05:30:10
96,5,Findings_11_Tricuspid Valve,*Repair_Prosthetic_List,findings_11_tricuspid_valve.repair_prosthetic_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""Tricuspid valve post repair"",""Tricuspid valve post repair with ring annuloplasty."",""Tricuspid valve post replace with bioprosthetic."",""Tricuspid valve post replace with mechanical valve."",""There is no residual tricuspid regurgitation."",""There is .... residual tricuspid regurgitation."",""There is .... residual tricuspid stenosis."",""Prosthetic valve is well-seated."",""Prosthetic valve opens well."",""Limited prosthetic valve is opening."",""Prosthetic valve is abnormal."",""The opening prosthetic valve is not well visualized."",""There is no thrombus seen on prosthetic valve."",""There is possible thrombus on prosthetic valve."",""No leakage is seen."",""There is .... central leakage."",""There is .... paravalvar leakage."",""Doppler evaluation showed normal prosthetic tricuspid valve gradient."",""Doppler evaluation showed increased prosthetic tricuspid valve gradient."",""There is abnormal increase of prosthetic tricuspid gradient."",""The prosthetic vegetations are suspected."",""The prosthetic vegetations are present."",""The rocking suggests dehiscence in the tricuspid valve.""]}",6,14,2026-03-29 07:27:55,2026-03-30 05:30:10
97,5,Findings_11_Tricuspid Valve,Result,findings_11_tricuspid_valve.result,textarea,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""textarea_mode"":""result""}",8,14,2026-03-29 07:30:31,2026-03-30 05:30:10
98,5,Findings_11_Tricuspid Valve,Additional,findings_11_tricuspid_valve.additional,textarea,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""textarea_mode"":""free""}",7,14,2026-03-29 07:30:31,2026-03-30 05:30:10
99,5,Findings_12_Pulmonic Valve,*Structure_List,findings_12_pulmonic_valve.structure_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""The pulmonic valve is not well visualized."",""The pulmonic valve is grossly normal."",""The pulmonic valve is thickened."",""There is notching of PV Doppler flow consistent with increased pulmonary vascular resistance."",""Absent pulmonary valve.""]}",1,15,2026-03-29 07:40:45,2026-03-30 05:30:10
100,5,Findings_12_Pulmonic Valve,*Function_List,findings_12_pulmonic_valve.function_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""Pulmonic valve opens well."",""There is doming of pulmonic valve with minimal stenosis."",""There is doming of the pulmonic valve with restricted opening."",""There is prolapse of"",""There is flail of""]}",2,15,2026-03-29 07:40:45,2026-03-30 05:30:10
101,5,Findings_12_Pulmonic Valve,*Regurgitation_List,findings_12_pulmonic_valve.regurgitation_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""There is no pulmonary regurgitation."",""There is trace pulmonary regurgitation."",""There is mild pulmonary regurgitation."",""There is mild-moderate pulmonary regurgitation."",""There is moderate pulmonary regurgitation."",""There is moderate-severe pulmonary regurgitation."",""There is severe pulmonary regurgitation.""]}",3,15,2026-03-29 07:40:45,2026-03-30 05:30:10
102,5,Findings_12_Pulmonic Valve,*Stenosis_List,findings_12_pulmonic_valve.stenosis_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""There is no pulmonary stenosis."",""There is non significant pulmonary stenosis."",""There is significant pulmonary stenosis with gradient of"",""There is pulmonary stenosis."",""There is supravalvar pulmonary stenosis.""]}",4,15,2026-03-29 07:40:45,2026-03-30 05:30:10
103,5,Findings_12_Pulmonic Valve,*Vegetation_Abscess_List,findings_12_pulmonic_valve.vegetation_abscess_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""No vegetation is seen."",""We cannot exclude vegetation at the pulmonic valve."",""There is vegetation at"",""There is mobile vegetation at""]}",5,15,2026-03-29 07:40:45,2026-03-30 05:30:10
104,5,Findings_12_Pulmonic Valve,*Repair_Prosthetic_List,findings_12_pulmonic_valve.repair_prosthetic_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""Pulmonic valve post repair."",""Pulmonic valve post replace with bioprosthetic."",""There is no residual pulmonary regurgitation."",""There is .... residual pulmonary regurgitation."",""There is .... residual pulmonary stenosis."",""The prosthetic PV opens well."",""The prosthetic PV is opening limited."",""There is normal prosthetic PV gradient."",""There is abnormal prosthetic PV gradient.""]}",6,15,2026-03-29 07:40:45,2026-03-30 05:30:10
105,5,Findings_12_Pulmonic Valve,Additional,findings_12_pulmonic_valve.additional,textarea,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""textarea_mode"":""free""}",7,15,2026-03-29 07:41:19,2026-03-30 05:30:10
106,5,Findings_12_Pulmonic Valve,Result,findings_12_pulmonic_valve.result,textarea,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""textarea_mode"":""result""}",8,15,2026-03-29 07:41:19,2026-03-30 05:30:10
107,5,Findings_13_Mass / Thrombus,*Mass_Thrombus_List,findings_13_mass_thrombus.mass_thrombus_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""There is no abnormal mass or thrombus."",""Mass or thrombus is cannot clearly visualized."",""Spontaneous echo contrast is seen at"",""There is thrombus at"",""There is mass at"",""Myxoma is present at""]}",1,16,2026-03-29 07:44:24,2026-03-30 05:30:10
108,5,Findings_14_Pericardium,*Pericardium_List,findings_14_pericardium.pericardium_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""Pericardium is normal."",""There is no pericardial effusion."",""There is pericardial effusion at"",""No sign of tamponade is seen."",""Findings consistent with sign of tamponade."",""Pericardium is thickened."",""Pericardium is calcified."",""Findings consistent with constrictive pericarditis.""]}",1,17,2026-03-29 07:44:24,2026-03-30 05:30:10
109,5,Findings_15_Aorta,*Aorta_List,findings_15_aorta.aorta_list,checkbox_group,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""values"":[""There is no atherome plaque seen at decending aorta."",""There is atherome plaque at"",""There is aortic dissection at"",""Aortic diameter.""]}",1,18,2026-03-29 07:44:24,2026-03-30 05:30:10
110,5,Findings_13_Mass / Thrombus,Result,findings_13_mass_thrombus.result,textarea,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""textarea_mode"":""result""}",3,16,2026-03-29 07:46:24,2026-03-30 05:30:10
111,5,Findings_14_Pericardium,Additional,findings_14_pericardium.additional,textarea,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""textarea_mode"":""free""}",2,17,2026-03-29 07:46:24,2026-03-30 05:30:10
112,5,Findings_13_Mass / Thrombus,Additional,findings_13_mass_thrombus.additional,textarea,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""textarea_mode"":""free""}",2,16,2026-03-29 07:46:24,2026-03-30 05:30:10
113,5,Findings_14_Pericardium,Result,findings_14_pericardium.result,textarea,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""textarea_mode"":""result""}",3,17,2026-03-29 07:46:24,2026-03-30 05:30:10
114,5,Findings_15_Aorta,Result,findings_15_aorta.result,textarea,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""textarea_mode"":""result""}",3,18,2026-03-29 07:46:24,2026-03-30 05:30:10
115,5,Findings_15_Aorta,Additional,findings_15_aorta.additional,textarea,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""textarea_mode"":""free""}",2,18,2026-03-29 07:46:24,2026-03-30 05:30:10
232,5,Conclusion,Result,conclusion.result,textarea,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""textarea_mode"":""free""}",115,20,2026-03-29 09:49:50,2026-03-30 05:30:10
233,5,Findings_16_2DWallMotion,Result,findings_16_2dwallmotion.result,textarea,"{""required"":false,""static"":false,""style"":{""align"":""center""},""show_section_name"":true,""textarea_mode"":""free""}",114,19,2026-03-29 09:49:50,2026-03-30 05:30:10
352,5,Signature,Scanned Image,signature.scanned_image,image,"{""required"":true,""static"":true,""style"":{""align"":""right""},""show_section_name"":false,""default"":""http:\/\/api.doctorforms.test\/storage\/template-fields\/images\/dNvZPrpGqhJzTEPr4WT1LqAftPcOUpLRbATlKUxI.png"",""image_url"":""http:\/\/api.doctorforms.test\/storage\/template-fields\/images\/dNvZPrpGqhJzTEPr4WT1LqAftPcOUpLRbATlKUxI.png""}",1,21,2026-03-30 05:30:10,2026-03-31 02:31:23
